trans_id,account_id,anomaly_score,is_anomaly,date,amount,balance,type,operation,k_symbol
1552699,5283,0.626441792411176,True,971214,67833.0,121425.0,PRIJEM,PREVOD Z UCTU,
1387154,4727,0.6263967131553658,True,981205,53613.0,123789.4,PRIJEM,PREVOD Z UCTU,
3207545,10645,0.6262670953707572,True,971206,73890.0,134634.4,PRIJEM,PREVOD Z UCTU,
3207557,10645,0.6262670953707572,True,981206,73890.0,134650.3,PRIJEM,PREVOD Z UCTU,
1644133,5574,0.6262300537100626,True,971208,71565.0,131859.0,PRIJEM,PREVOD Z UCTU,
1243214,4253,0.6261962785433518,True,981205,61878.0,121024.0,PRIJEM,PREVOD Z UCTU,
295562,1009,0.6261191505256447,True,951211,66434.0,136344.4,PRIJEM,PREVOD Z UCTU,
635523,2170,0.6260539407289569,True,961206,74770.0,145735.3,PRIJEM,PREVOD Z UCTU,
303202,1032,0.6258982918708519,True,981205,74648.0,148027.2,PRIJEM,PREVOD Z UCTU,
332492,1132,0.6258377545064684,True,961209,72147.0,143674.4,PRIJEM,PREVOD Z UCTU,
29179,96,0.6258246912088994,True,981211,66332.0,156580.3,PRIJEM,PREVOD Z UCTU,
518872,1772,0.6256421108767213,True,981208,72298.0,151677.1,PRIJEM,PREVOD Z UCTU,
648713,2218,0.6256244995674788,True,961205,61557.0,131532.4,PRIJEM,PREVOD Z UCTU,
2968861,9833,0.6253671034941747,True,961208,73224.0,137626.5,PRIJEM,PREVOD Z UCTU,
753772,2572,0.6253501817266002,True,971207,73228.0,137506.4,PRIJEM,PREVOD Z UCTU,
845050,2877,0.6253345322728203,True,981210,66615.0,132660.0,PRIJEM,PREVOD Z UCTU,
99074,339,0.6253015498888758,True,981212,70210.0,141113.9,PRIJEM,PREVOD Z UCTU,
2454642,8094,0.6252724762053967,True,981211,69012.0,114747.9,PRIJEM,PREVOD Z UCTU,
245786,844,0.6252707311288686,True,951206,70160.0,121355.0,PRIJEM,PREVOD Z UCTU,
1534923,5228,0.6252337331087107,True,941205,74522.0,125514.0,PRIJEM,PREVOD Z UCTU,
2477241,8173,0.6251934347692485,True,981205,61260.0,114841.4,PRIJEM,PREVOD Z UCTU,
280229,960,0.6249588764449214,True,981213,60016.0,137223.1,PRIJEM,PREVOD Z UCTU,
1910418,6472,0.6247837528998285,True,971210,57680.0,116110.1,PRIJEM,PREVOD Z UCTU,
518860,1772,0.6246525283066224,True,971208,72298.0,143910.2,PRIJEM,PREVOD Z UCTU,
1045671,3576,0.624582165800855,True,941206,4065.0,4965.0,PRIJEM,PREVOD Z UCTU,DUCHOD
635535,2170,0.6244565409007072,True,971206,74770.0,151642.7,PRIJEM,PREVOD Z UCTU,
668296,2282,0.6243792032412845,True,931214,69152.0,122210.9,PRIJEM,PREVOD Z UCTU,
1736679,5891,0.6243515916124889,True,981212,48891.0,159892.0,PRIJEM,PREVOD Z UCTU,
504990,1725,0.6243396516990517,True,971210,71805.0,130472.7,PRIJEM,PREVOD Z UCTU,
1530408,5213,0.624231428852814,True,971205,70071.0,117549.2,PRIJEM,PREVOD Z UCTU,
894560,3050,0.6241680934339857,True,971208,62168.0,113406.4,PRIJEM,PREVOD Z UCTU,
3419737,11349,0.6241680934339857,True,961208,62982.0,113678.7,PRIJEM,PREVOD Z UCTU,
966355,3293,0.6241646054818321,True,971210,69018.0,132186.8,PRIJEM,PREVOD Z UCTU,
2868178,9491,0.6241645685972318,True,961213,65738.0,127323.7,PRIJEM,PREVOD Z UCTU,
1244809,4259,0.6241645685972318,True,971213,66165.0,123107.2,PRIJEM,PREVOD Z UCTU,
1244821,4259,0.6241645685972318,True,981213,66165.0,124466.1,PRIJEM,PREVOD Z UCTU,
753784,2572,0.6240821589270047,True,981207,73228.0,134393.2,PRIJEM,PREVOD Z UCTU,
648737,2218,0.6239955559270838,True,981205,61557.0,126655.3,PRIJEM,PREVOD Z UCTU,
274218,940,0.6239355820024781,True,981211,56756.0,136560.2,PRIJEM,PREVOD Z UCTU,
303178,1032,0.6237154935844784,True,961205,74648.0,145035.8,PRIJEM,PREVOD Z UCTU,
889916,3035,0.6237111461052597,True,941211,69468.0,117590.4,PRIJEM,PREVOD Z UCTU,
1322239,4514,0.6236343379218046,True,961214,73800.0,125375.6,PRIJEM,PREVOD Z UCTU,
1262533,4318,0.6235406373571832,True,961208,69144.0,138371.4,PRIJEM,PREVOD Z UCTU,
721563,2471,0.6235118383355929,True,981206,65392.0,121486.7,PRIJEM,PREVOD Z UCTU,
1530396,5213,0.6234852645062864,True,961205,70071.0,116732.4,PRIJEM,PREVOD Z UCTU,
875199,2982,0.6234733990600295,True,971208,73128.0,124519.7,PRIJEM,PREVOD Z UCTU,
1644145,5574,0.6234185277978861,True,981208,71565.0,131517.3,PRIJEM,PREVOD Z UCTU,
3369169,11186,0.6234164659433244,True,981209,58870.0,139172.5,PRIJEM,PREVOD Z UCTU,
791527,2699,0.6233837594887863,True,981211,67348.0,120881.9,PRIJEM,PREVOD Z UCTU,
1665632,5648,0.6231791834715009,True,971207,68750.0,124451.7,PRIJEM,PREVOD Z UCTU,
610772,2080,0.6230274375704915,True,971207,73970.0,130060.2,PRIJEM,PREVOD Z UCTU,
204847,696,0.6229920050215518,True,971206,6904.0,7604.0,PRIJEM,PREVOD Z UCTU,DUCHOD
131199,441,0.6228900248141116,True,981209,67095.0,165654.3,PRIJEM,PREVOD Z UCTU,
612197,2086,0.6228376731121569,True,961208,69298.0,132581.7,PRIJEM,PREVOD Z UCTU,
721521,2471,0.6228284286397701,True,950606,65392.0,128195.2,PRIJEM,PREVOD Z UCTU,
2382586,7857,0.622798824825087,True,981210,57164.0,119871.2,PRIJEM,PREVOD Z UCTU,
1383960,4715,0.622670048950905,True,981209,68788.0,119072.6,PRIJEM,PREVOD Z UCTU,
845026,2877,0.6226522574075536,True,961210,66615.0,125337.9,PRIJEM,PREVOD Z UCTU,
967271,3296,0.6225833987061937,True,981214,69132.0,119399.0,PRIJEM,PREVOD Z UCTU,
2343675,7733,0.6224890549057656,True,981214,64186.0,113558.8,PRIJEM,PREVOD Z UCTU,
1548809,5270,0.6223494034360298,True,971214,67124.0,136654.9,PRIJEM,PREVOD Z UCTU,
569763,1939,0.622330218452512,True,961211,74529.0,127046.8,PRIJEM,PREVOD Z UCTU,
569787,1939,0.622330218452512,True,981211,74529.0,123528.3,PRIJEM,PREVOD Z UCTU,
3314630,11013,0.6222321709523737,True,930613,63366.0,122893.1,PRIJEM,PREVOD Z UCTU,
859565,2929,0.6221929083917789,True,981205,54874.0,116169.1,PRIJEM,PREVOD Z UCTU,
2079518,7049,0.6220838665329876,True,981205,74278.0,126714.9,PRIJEM,PREVOD Z UCTU,
729443,2494,0.622068392205453,True,961206,60236.0,104188.1,PRIJEM,PREVOD Z UCTU,
3218251,10679,0.6220658075658294,True,971208,74176.0,134985.4,PRIJEM,PREVOD Z UCTU,
251293,862,0.6220658075658294,True,971208,66500.0,132919.8,PRIJEM,PREVOD Z UCTU,
251281,862,0.6220658075658294,True,961208,66500.0,132925.6,PRIJEM,PREVOD Z UCTU,
385271,1309,0.6220388127128169,True,981211,59296.0,114386.1,PRIJEM,PREVOD Z UCTU,
1552711,5283,0.6219160494753001,True,981214,67833.0,141461.5,PRIJEM,PREVOD Z UCTU,
1275125,4361,0.6219102874804122,True,981214,67614.0,150627.4,PRIJEM,PREVOD Z UCTU,
827195,2818,0.6218586939194368,True,931208,61533.0,122103.3,PRIJEM,PREVOD Z UCTU,
576022,1962,0.6216010006299543,True,960613,69710.0,134061.0,PRIJEM,PREVOD Z UCTU,
79327,266,0.6215638774017871,True,951212,74628.0,137653.3,PRIJEM,PREVOD Z UCTU,
274170,940,0.6215476672118745,True,941211,56756.0,57056.0,PRIJEM,PREVOD Z UCTU,
2454630,8094,0.6215382671757084,True,971211,69012.0,110010.7,PRIJEM,PREVOD Z UCTU,
510966,1749,0.6215332428575896,True,981206,68412.0,130200.9,PRIJEM,PREVOD Z UCTU,
588596,2003,0.6214544102651706,True,981209,70450.0,135329.1,PRIJEM,PREVOD Z UCTU,
141146,472,0.6214077242384224,True,971207,73802.0,129582.9,PRIJEM,PREVOD Z UCTU,
1665644,5648,0.6214077242384224,True,981207,68750.0,124409.0,PRIJEM,PREVOD Z UCTU,
845014,2877,0.621346110380917,True,951210,66615.0,122766.9,PRIJEM,PREVOD Z UCTU,
1040416,3558,0.6212879585097506,True,971212,65614.0,123149.2,PRIJEM,PREVOD Z UCTU,
1787181,6062,0.6212748551843349,True,961207,56068.0,114077.2,PRIJEM,PREVOD Z UCTU,
1787193,6062,0.6212748551843349,True,971207,56068.0,116394.1,PRIJEM,PREVOD Z UCTU,
668356,2282,0.6212164716766299,True,981214,69152.0,156039.9,PRIJEM,PREVOD Z UCTU,
2434664,8027,0.6211926344952723,True,971206,58227.0,128205.5,PRIJEM,PREVOD Z UCTU,
612221,2086,0.6210671846619532,True,981208,69298.0,131192.9,PRIJEM,PREVOD Z UCTU,
791515,2699,0.6209198695763983,True,971211,67348.0,117135.6,PRIJEM,PREVOD Z UCTU,
510954,1749,0.6208710045717775,True,971206,68412.0,129614.5,PRIJEM,PREVOD Z UCTU,
2968825,9833,0.6208468725719386,True,931208,73224.0,119900.1,PRIJEM,PREVOD Z UCTU,
753748,2572,0.6207749243926788,True,951207,73228.0,126072.0,PRIJEM,PREVOD Z UCTU,
2477223,8173,0.6207578893247896,True,970605,61260.0,119924.5,PRIJEM,PREVOD Z UCTU,
99050,339,0.6207266483606753,True,961212,70210.0,127425.3,PRIJEM,PREVOD Z UCTU,
245774,844,0.6207173743615448,True,941206,70160.0,117261.4,PRIJEM,PREVOD Z UCTU,
635499,2170,0.6207160459307076,True,941206,74770.0,128081.8,PRIJEM,PREVOD Z UCTU,
661597,2258,0.6207027078503835,True,961207,6656.0,7256.0,PRIJEM,PREVOD Z UCTU,DUCHOD
332516,1132,0.6206347235350259,True,981209,72147.0,144510.5,PRIJEM,PREVOD Z UCTU,
504978,1725,0.6206067575603813,True,961210,71805.0,132892.4,PRIJEM,PREVOD Z UCTU,
721527,2471,0.6206049301867629,True,951206,65392.0,113209.4,PRIJEM,PREVOD Z UCTU,
2968885,9833,0.6204716167596953,True,981208,73224.0,125918.2,PRIJEM,PREVOD Z UCTU,
588584,2003,0.6204657028000503,True,971209,70450.0,129884.0,PRIJEM,PREVOD Z UCTU,
960763,3273,0.6203996571542842,True,961209,74642.0,113023.1,PRIJEM,PREVOD Z UCTU,
3043693,10093,0.620397328962378,True,941208,60566.0,108575.3,PRIJEM,PREVOD Z UCTU,
514220,1760,0.6202943039898345,True,951206,4871.0,5471.0,PRIJEM,PREVOD Z UCTU,DUCHOD
572041,1947,0.6202640554101269,True,931207,6860.0,7760.0,PRIJEM,PREVOD Z UCTU,DUCHOD
1243844,4255,0.6202327611740253,True,971214,51645.0,144559.9,PRIJEM,PREVOD Z UCTU,
1132664,3871,0.6201612758460423,True,930206,4356.0,4656.0,PRIJEM,PREVOD Z UCTU,DUCHOD
1387142,4727,0.6201443088730708,True,971205,53613.0,116014.8,PRIJEM,PREVOD Z UCTU,
29131,96,0.6201363639958979,True,941211,66332.0,121361.3,PRIJEM,PREVOD Z UCTU,
79339,266,0.6200879780316628,True,961212,74628.0,136506.3,PRIJEM,PREVOD Z UCTU,
2847075,9422,0.6200014873024646,True,971214,64642.0,120209.8,PRIJEM,PREVOD Z UCTU,
1530390,5213,0.6199570776903068,True,960605,70071.0,119010.4,PRIJEM,PREVOD Z UCTU,
1910382,6472,0.6199501033405119,True,941210,57680.0,120071.4,PRIJEM,PREVOD Z UCTU,
403567,1374,0.6199321956529653,True,961207,72966.0,123945.1,PRIJEM,PREVOD Z UCTU,
403579,1374,0.6199321956529653,True,971207,72966.0,121784.3,PRIJEM,PREVOD Z UCTU,
3209258,10650,0.6199143960011699,True,971211,70352.0,135473.2,PRIJEM,PREVOD Z UCTU,
332468,1132,0.6198868888943179,True,941209,72147.0,125300.6,PRIJEM,PREVOD Z UCTU,
302410,1030,0.6198764337628416,True,951210,6364.0,7464.0,PRIJEM,PREVOD Z UCTU,DUCHOD
2968873,9833,0.6197976189660481,True,971208,73224.0,117351.2,PRIJEM,PREVOD Z UCTU,
635541,2170,0.6197742736234827,True,980606,74770.0,161230.5,PRIJEM,PREVOD Z UCTU,
694890,2377,0.6197004907176923,True,941213,4393.0,4693.0,PRIJEM,PREVOD Z UCTU,DUCHOD
280217,960,0.6196854664318926,True,971213,60016.0,122389.4,PRIJEM,PREVOD Z UCTU,
430093,1461,0.6196618132825027,True,971214,63256.0,120184.1,PRIJEM,PREVOD Z UCTU,
875205,2982,0.6196616322698004,True,980608,73128.0,138939.1,PRIJEM,PREVOD Z UCTU,
303190,1032,0.6196280374251363,True,971205,74648.0,127623.9,PRIJEM,PREVOD Z UCTU,
457593,1555,0.6196102248718556,True,961207,6260.0,7360.0,PRIJEM,PREVOD Z UCTU,DUCHOD
1037212,3548,0.6195609256969812,True,931206,6022.0,7022.0,PRIJEM,PREVOD Z UCTU,DUCHOD
655864,2242,0.6195284682140219,True,931206,65240.0,112040.8,PRIJEM,PREVOD Z UCTU,
294031,1005,0.6195167275644402,True,981209,51724.0,150457.8,PRIJEM,PREVOD Z UCTU,
646894,2211,0.6194840912731897,True,971205,70575.0,70875.0,PRIJEM,PREVOD Z UCTU,
859559,2929,0.6194306477537378,True,980605,54874.0,123165.1,PRIJEM,PREVOD Z UCTU,
605727,2062,0.6193510471682522,True,960614,64642.0,128146.0,PRIJEM,PREVOD Z UCTU,
2847057,9422,0.6193510471682522,True,960614,64642.0,128146.0,PRIJEM,PREVOD Z UCTU,
29155,96,0.6193288594341835,True,961211,66332.0,126947.7,PRIJEM,PREVOD Z UCTU,
1322251,4514,0.6192662863220783,True,971214,73800.0,110428.6,PRIJEM,PREVOD Z UCTU,
1838354,6226,0.6192348494418077,True,981207,59793.0,147300.3,PRIJEM,PREVOD Z UCTU,
753592,2571,0.6192211001370725,True,971210,70498.0,135623.4,PRIJEM,PREVOD Z UCTU,
79315,266,0.6191395643221997,True,941212,74628.0,136509.0,PRIJEM,PREVOD Z UCTU,
1244797,4259,0.6191206685806587,True,961213,66165.0,115454.1,PRIJEM,PREVOD Z UCTU,
120456,404,0.6191196771439427,True,981213,48572.0,124186.1,PRIJEM,PREVOD Z UCTU,
576028,1962,0.6191161567638468,True,961213,69710.0,123957.2,PRIJEM,PREVOD Z UCTU,
753760,2572,0.619084562263641,True,961207,73228.0,123061.7,PRIJEM,PREVOD Z UCTU,
827243,2818,0.6190667936883499,True,971208,61533.0,123291.7,PRIJEM,PREVOD Z UCTU,
1548821,5270,0.6190513513926906,True,981214,67124.0,124982.0,PRIJEM,PREVOD Z UCTU,
539085,1833,0.619049399962998,True,971210,6646.0,7546.0,PRIJEM,PREVOD Z UCTU,DUCHOD
2968849,9833,0.61901207707323,True,951208,73224.0,112693.9,PRIJEM,PREVOD Z UCTU,
1262557,4318,0.6189786192153004,True,981208,69144.0,132877.5,PRIJEM,PREVOD Z UCTU,
875187,2982,0.6189731127941812,True,961208,73128.0,115468.7,PRIJEM,PREVOD Z UCTU,
1083578,3701,0.6188977403352912,True,931106,6192.0,6992.0,PRIJEM,PREVOD Z UCTU,DUCHOD
154861,519,0.6187861588198738,True,931211,6987.0,7187.0,PRIJEM,PREVOD Z UCTU,DUCHOD
2580416,8523,0.6187483607037344,True,961211,69780.0,70180.0,PRIJEM,PREVOD Z UCTU,
889952,3035,0.6186024712754492,True,971211,69468.0,110440.9,PRIJEM,PREVOD Z UCTU,
3324353,11042,0.6185930180115595,True,980605,54286.0,111147.5,PRIJEM,PREVOD Z UCTU,
29167,96,0.6185796400825417,True,971211,66332.0,133185.5,PRIJEM,PREVOD Z UCTU,
332480,1132,0.618543783167976,True,951209,72147.0,130329.6,PRIJEM,PREVOD Z UCTU,
605745,2062,0.6185350284874739,True,971214,64642.0,117157.7,PRIJEM,PREVOD Z UCTU,
721557,2471,0.6185175570948532,True,980606,65392.0,127046.5,PRIJEM,PREVOD Z UCTU,
721545,2471,0.6185175570948532,True,970606,65392.0,127698.4,PRIJEM,PREVOD Z UCTU,
1063725,3634,0.6184938350599943,True,971209,72766.0,140307.4,PRIJEM,PREVOD Z UCTU,
874009,2977,0.618479143481782,True,981213,57447.0,134018.3,PRIJEM,PREVOD Z UCTU,
845038,2877,0.618399758181081,True,971210,66615.0,126538.4,PRIJEM,PREVOD Z UCTU,
518848,1772,0.6183841731002326,True,961208,72298.0,118891.6,PRIJEM,PREVOD Z UCTU,
2454618,8094,0.6183770343432164,True,961211,69012.0,69612.0,PRIJEM,PREVOD Z UCTU,
827207,2818,0.6183316423507379,True,941208,61533.0,114172.3,PRIJEM,PREVOD Z UCTU,
3207362,10644,0.61832021527671,True,971213,67488.0,111939.4,PRIJEM,PREVOD Z UCTU,
274206,940,0.6182332338610953,True,971211,56756.0,131383.8,PRIJEM,PREVOD Z UCTU,
576052,1962,0.6182207896903492,True,981213,69710.0,120301.9,PRIJEM,PREVOD Z UCTU,
2292538,7562,0.618188320213146,True,981207,58052.0,130409.3,PRIJEM,PREVOD Z UCTU,
2307906,7614,0.618188320213146,True,981207,60108.0,127567.2,PRIJEM,PREVOD Z UCTU,
303196,1032,0.6180919738056634,True,980605,74648.0,154148.9,PRIJEM,PREVOD Z UCTU,
855398,2915,0.6180743685935557,True,931210,71974.0,117887.0,PRIJEM,PREVOD Z UCTU,
1275101,4361,0.6180374588202616,True,961214,67614.0,130981.4,PRIJEM,PREVOD Z UCTU,
1383948,4715,0.6180209593423529,True,971209,68788.0,116294.5,PRIJEM,PREVOD Z UCTU,
855422,2915,0.6179447617467667,True,951210,71974.0,129527.6,PRIJEM,PREVOD Z UCTU,
17969,61,0.6179369221830118,True,940107,4019.0,4719.0,PRIJEM,PREVOD Z UCTU,DUCHOD
245792,844,0.6178901547454438,True,960606,70160.0,126301.6,PRIJEM,PREVOD Z UCTU,
808195,2754,0.6178854477764323,True,960612,62868.0,123335.2,PRIJEM,PREVOD Z UCTU,
855458,2915,0.6178821277567372,True,981210,71974.0,128999.3,PRIJEM,PREVOD Z UCTU,
2501948,8260,0.6178495283002929,True,981208,56152.0,148084.4,PRIJEM,PREVOD Z UCTU,
648731,2218,0.6178202851630124,True,980605,61557.0,127102.0,PRIJEM,PREVOD Z UCTU,
635511,2170,0.6177871073379251,True,951206,74770.0,113720.3,PRIJEM,PREVOD Z UCTU,
1075633,3675,0.6177635872180806,True,961209,69148.0,120474.1,PRIJEM,PREVOD Z UCTU,
1534947,5228,0.6177025545251582,True,961205,74522.0,104103.6,PRIJEM,PREVOD Z UCTU,
79363,266,0.6176428369175971,True,981212,74628.0,129990.6,PRIJEM,PREVOD Z UCTU,
1322215,4514,0.6176338008555214,True,941214,73800.0,124482.5,PRIJEM,PREVOD Z UCTU,
960757,3273,0.6176174496979755,True,960609,74642.0,133407.7,PRIJEM,PREVOD Z UCTU,
135862,456,0.6175654995258414,True,961210,71746.0,133641.5,PRIJEM,PREVOD Z UCTU,
1040392,3558,0.6175106249372629,True,951212,65614.0,114775.9,PRIJEM,PREVOD Z UCTU,
3314684,11013,0.6174654343440897,True,971213,63366.0,109844.6,PRIJEM,PREVOD Z UCTU,
1010964,3455,0.6174229323356885,True,981205,50602.0,111360.3,PRIJEM,PREVOD Z UCTU,
1453837,4949,0.6173220852583571,True,981208,54358.0,124677.6,PRIJEM,PREVOD Z UCTU,
855434,2915,0.617317940420714,True,961210,71974.0,127766.6,PRIJEM,PREVOD Z UCTU,
303154,1032,0.6173000666240943,True,941205,74648.0,120119.6,PRIJEM,PREVOD Z UCTU,
3335907,11079,0.6172861121915004,True,961211,73724.0,125191.7,PRIJEM,PREVOD Z UCTU,
951193,3243,0.6172826255452226,True,931207,6873.0,7173.0,PRIJEM,PREVOD Z UCTU,DUCHOD
19406,66,0.6172397148771235,True,961209,67070.0,129812.6,PRIJEM,PREVOD Z UCTU,
19394,66,0.6172397148771235,True,951209,67070.0,127894.6,PRIJEM,PREVOD Z UCTU,
1614014,5481,0.6171435596566243,True,961207,54645.0,116778.6,PRIJEM,PREVOD Z UCTU,
267331,915,0.6171314433222082,True,950609,58041.0,121713.2,PRIJEM,PREVOD Z UCTU,
568527,1935,0.6170945941054529,True,961206,74812.0,140272.3,PRIJEM,PREVOD Z UCTU,
2382526,7857,0.6170621898720021,True,931210,57164.0,111588.8,PRIJEM,PREVOD Z UCTU,
1548791,5270,0.6170359115384683,True,960614,67124.0,126552.5,PRIJEM,PREVOD Z UCTU,
1322257,4514,0.6170336192010426,True,980614,73800.0,129866.0,PRIJEM,PREVOD Z UCTU,
668320,2282,0.6169426412989065,True,951214,69152.0,134081.6,PRIJEM,PREVOD Z UCTU,
1736667,5891,0.6169331659630949,True,971212,48891.0,133409.3,PRIJEM,PREVOD Z UCTU,
1278719,4375,0.6169281516778359,True,971213,71824.0,135944.4,PRIJEM,PREVOD Z UCTU,
588572,2003,0.6168769228292983,True,961209,70450.0,132874.6,PRIJEM,PREVOD Z UCTU,
1244785,4259,0.6168700553323455,True,951213,66165.0,109508.2,PRIJEM,PREVOD Z UCTU,
1534917,5228,0.616865551362156,True,940605,74522.0,129915.3,PRIJEM,PREVOD Z UCTU,
3369157,11186,0.6168560752968115,True,971209,58870.0,120072.2,PRIJEM,PREVOD Z UCTU,
1243184,4253,0.6168386684770095,True,960605,61878.0,125820.2,PRIJEM,PREVOD Z UCTU,
1083579,3701,0.6167624017632749,True,931206,6192.0,13184.0,PRIJEM,PREVOD Z UCTU,DUCHOD
3253507,10807,0.6165880175417519,True,981205,50602.0,110281.3,PRIJEM,PREVOD Z UCTU,
551015,1877,0.6165794210035235,True,940110,6485.0,7185.0,PRIJEM,PREVOD Z UCTU,DUCHOD
1262509,4318,0.616554203324152,True,941208,69144.0,132509.1,PRIJEM,PREVOD Z UCTU,
729431,2494,0.6164845313548043,True,951206,60236.0,97896.7,PRIJEM,PREVOD Z UCTU,
1534953,5228,0.6164145076412985,True,970605,74522.0,125562.8,PRIJEM,PREVOD Z UCTU,
820985,2796,0.6164060784871406,True,981210,60954.0,120739.1,PRIJEM,PREVOD Z UCTU,
1262521,4318,0.616405867673138,True,951208,69144.0,126075.3,PRIJEM,PREVOD Z UCTU,
1387148,4727,0.6163786612522293,True,980605,53613.0,118840.0,PRIJEM,PREVOD Z UCTU,
1075609,3675,0.6163538261429945,True,941209,69148.0,119684.1,PRIJEM,PREVOD Z UCTU,
1699136,5758,0.6163502322856828,True,971208,51306.0,109635.2,PRIJEM,PREVOD Z UCTU,
3209270,10650,0.6163112886793889,True,981211,70352.0,124197.7,PRIJEM,PREVOD Z UCTU,
1425816,4858,0.6163016068098562,True,971211,62850.0,96893.0,PRIJEM,PREVOD Z UCTU,
251257,862,0.6163013008832605,True,941208,66500.0,116567.1,PRIJEM,PREVOD Z UCTU,
251269,862,0.6163013008832605,True,951208,66500.0,118087.2,PRIJEM,PREVOD Z UCTU,
581094,1978,0.6162587175567007,True,981209,51303.0,105025.5,PRIJEM,PREVOD Z UCTU,
1644139,5574,0.6161837440026889,True,980608,71565.0,133875.4,PRIJEM,PREVOD Z UCTU,
2780014,9201,0.6161380250693557,True,981207,64503.0,103177.2,PRIJEM,PREVOD Z UCTU,
288073,988,0.6161284678540219,True,941214,6832.0,14064.0,PRIJEM,PREVOD Z UCTU,DUCHOD
1534929,5228,0.6161281916911227,True,950605,74522.0,124017.4,PRIJEM,PREVOD Z UCTU,
1163859,3984,0.6160636041573723,True,970114,4041.0,4541.0,PRIJEM,PREVOD Z UCTU,DUCHOD
1534965,5228,0.6159975910769419,True,980605,74522.0,122692.0,PRIJEM,PREVOD Z UCTU,
131163,441,0.6159645131519492,True,951209,67095.0,122767.4,PRIJEM,PREVOD Z UCTU,
424254,1441,0.6159449858009519,True,941205,6354.0,13208.0,PRIJEM,PREVOD Z UCTU,DUCHOD
2592033,8564,0.615895725973403,True,931212,57554.0,103672.9,PRIJEM,PREVOD Z UCTU,
3218263,10679,0.6158844608871418,True,981208,74176.0,116358.3,PRIJEM,PREVOD Z UCTU,
2307882,7614,0.6158820252438919,True,961207,60108.0,121200.0,PRIJEM,PREVOD Z UCTU,
1193764,4086,0.6158433111639937,True,961206,63536.0,125103.0,PRIJEM,PREVOD Z UCTU,
2434616,8027,0.6158306344316569,True,931206,58227.0,117489.5,PRIJEM,PREVOD Z UCTU,
668344,2282,0.6158103623921206,True,971214,69152.0,119957.5,PRIJEM,PREVOD Z UCTU,
332498,1132,0.6157977382678831,True,970609,72147.0,146475.4,PRIJEM,PREVOD Z UCTU,
3207368,10644,0.6157718541843745,True,980613,67488.0,120646.8,PRIJEM,PREVOD Z UCTU,
2501936,8260,0.6157527669905913,True,971208,56152.0,140782.9,PRIJEM,PREVOD Z UCTU,
135850,456,0.6157257638948188,True,951210,71746.0,139357.6,PRIJEM,PREVOD Z UCTU,
965670,3290,0.6156638726986312,True,981210,57936.0,123730.4,PRIJEM,PREVOD Z UCTU,
430081,1461,0.6156337472586833,True,961214,63256.0,117606.9,PRIJEM,PREVOD Z UCTU,
2477205,8173,0.6155738630365178,True,951205,61260.0,102243.4,PRIJEM,PREVOD Z UCTU,
